dataset_name,size,p,alpha,Structural Perturbation RMSE,Spectral Distance,Standard SVD RMSE
book-crossing_sample2_train,100k,0.2,0.7,0.4989171521645453,1.7572285,0.411501739383165
book-crossing_sample3_train,100k,0.2,0.7,0.4940149255275333,1.7587487,0.42647358285497927
douban_sample1_train,100k,0.2,0.7,0.513280863710059,1.5450548,0.37506083215099073
douban_sample2_train,100k,0.2,0.7,0.5146450392562635,1.5222443,0.3754710183652281
douban_sample3_train,100k,0.2,0.7,0.5113984360177332,1.5687109,0.3739575056072082
epinions_sample1_train,100k,0.2,0.7,0.7036208854557016,0.09150372,0.6842499959473364
epinions_sample2_train,100k,0.2,0.7,0.7036208854557016,0.09150372,0.6842499959473364
epinions_sample3_train,100k,0.2,0.7,0.7036208854557016,0.09150372,0.6842499959473364
jester_sample1_train,100k,0.2,0.7,0.4091012996895613,0.5303851,0.26367969686022413
jester_sample2_train,100k,0.2,0.7,0.40751984291313553,0.5491074,0.26482330617538113
jester_sample3_train,100k,0.2,0.7,0.41162331620645215,0.5252558,0.2642420126297665
lastfm_sample1_train,100k,0.2,0.7,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample2_train,100k,0.2,0.7,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample3_train,100k,0.2,0.7,0.6417860846647769,1.0718052,0.5477112009578536
ml-1m_sample1_train,100k,0.2,0.7,0.5083692305237361,0.64754134,0.44086183172234966
ml-1m_sample2_train,100k,0.2,0.7,0.5093636343229359,0.6191297,0.44218830605095727
ml-1m_sample3_train,100k,0.2,0.7,0.5053027337707532,0.65977794,0.4356987095591703
netflix_sample1_train,100k,0.2,0.7,0.5207791650859306,0.7800126,0.4427524538982859
netflix_sample2_train,100k,0.2,0.7,0.5256210237033482,0.799812,0.4481122677803586
netflix_sample3_train,100k,0.2,0.7,0.5201117298183622,0.7396486,0.4431116760866674
pinterest_sample1_train,100k,0.2,0.7,0.695882006062997,0.4409884,0.669962866288186
pinterest_sample2_train,100k,0.2,0.7,0.695738149446964,0.46036842,0.669408820843708
pinterest_sample3_train,100k,0.2,0.7,0.6960165908274473,0.44098952,0.669599263744081
steam_sample1_train,100k,0.2,0.7,0.7059807853476966,1.5565375,0.5841849391487711
steam_sample2_train,100k,0.2,0.7,0.7058416541346877,1.5900007,0.583982848463853
steam_sample3_train,100k,0.2,0.7,0.705692597946853,1.5619639,0.5841106241265953
yahoo-music_sample1_train,100k,0.2,0.7,0.21496422733192397,0.2713522,0.17794340435145425
yahoo-music_sample2_train,100k,0.2,0.7,0.21157252861158796,0.27040076,0.1749174685478311
yahoo-music_sample3_train,100k,0.2,0.7,0.2138515154804251,0.24163347,0.1779047253332263
yelp2022_sample1_train,100k,0.2,0.7,0.6849446777304274,0.2772158,0.6648354941400173
yelp2022_sample2_train,100k,0.2,0.7,0.6811229585799486,0.23082912,0.6605595497399136
yelp2022_sample3_train,100k,0.2,0.7,0.681939856959227,0.21109857,0.6620616028539351
Amazon_Books_sample1_train,100k,0.2,1.0,0.8481504931019478,0.22017725,0.8413434910779758
Amazon_Books_sample2_train,100k,0.2,1.0,0.8501929854601881,0.23678593,0.8436814558541798
Amazon_Books_sample3_train,100k,0.2,1.0,0.8399908694428889,0.2702268,0.8324379540891461
Amazon_Digital_Music_sample1_train,100k,0.2,1.0,0.7867470792748604,0.08925652,0.7639046518635699
Amazon_Digital_Music_sample2_train,100k,0.2,1.0,0.7867470792748604,0.08925652,0.7639046518635699
Amazon_Digital_Music_sample3_train,100k,0.2,1.0,0.7867470792748604,0.08925652,0.7639046518635699
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.2,1.0,0.8552561997560743,0.17716962,0.8481538771246705
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.2,1.0,0.8543781416994363,0.12842412,0.847966155863849
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.2,1.0,0.8569299164078864,0.092743136,0.8509060798233489
Amazon_Health_and_Personal_Care_sample1_train,100k,0.2,1.0,0.6645297392238652,0.08934545,0.6283053389490841
Amazon_Health_and_Personal_Care_sample2_train,100k,0.2,1.0,0.6645297392238652,0.08934545,0.6283053389490841
Amazon_Health_and_Personal_Care_sample3_train,100k,0.2,1.0,0.6645297392238652,0.08934545,0.6283053389490841
Amazon_Movies_and_TV_sample1_train,100k,0.2,1.0,0.8384203417585474,0.20264518,0.8311421551275685
Amazon_Movies_and_TV_sample2_train,100k,0.2,1.0,0.8384678271309999,0.14232475,0.8320971583565558
Amazon_Movies_and_TV_sample3_train,100k,0.2,1.0,0.836259391690484,0.21847872,0.8300730734913824
BeerAdvocate_sample1_train,100k,0.2,1.0,0.5289855525678863,0.25653848,0.5153594552986335
BeerAdvocate_sample2_train,100k,0.2,1.0,0.5263750975121875,0.29259714,0.5090009422869708
BeerAdvocate_sample3_train,100k,0.2,1.0,0.5284826719747605,0.21996987,0.5150605583224425
Behance_sample1_train,100k,0.2,1.0,0.7010553693668536,0.24376981,0.6251173241416278
Behance_sample2_train,100k,0.2,1.0,0.7016754901521526,0.24012162,0.6225628196132308
Behance_sample3_train,100k,0.2,1.0,0.7010267911706457,0.228024,0.6242335718470541
DianPing_sample1_train,100k,0.2,1.0,0.6552834854782842,0.2217319,0.6515042778577435
DianPing_sample2_train,100k,0.2,1.0,0.6614005943608497,0.23014702,0.6573406050345774
DianPing_sample3_train,100k,0.2,1.0,0.6580563246994766,0.21269043,0.6535636306121041
Food_sample1_train,100k,0.2,1.0,0.8015021282539876,0.1600412,0.7913564217740361
Food_sample2_train,100k,0.2,1.0,0.7711092706293435,0.16655679,0.7591865059588709
Food_sample3_train,100k,0.2,1.0,0.8017399087963052,0.13777548,0.7939854868709695
GoodReads_sample1_train,100k,0.2,1.0,0.5328764761071084,2.0464456,0.42005407102168196
GoodReads_sample2_train,100k,0.2,1.0,0.5310584843291988,1.9993677,0.4148529385921256
GoodReads_sample3_train,100k,0.2,1.0,0.5280034229449817,2.2034147,0.4003311096749565
KDD2010-algebra2006_2007_sample1_train,100k,0.2,1.0,0.6989997014769421,4.248379,0.3265328048095732
KDD2010-algebra2006_2007_sample2_train,100k,0.2,1.0,0.6983551791566708,4.701257,0.2966349498962703
KDD2010-algebra2006_2007_sample3_train,100k,0.2,1.0,0.7106768627530636,4.245466,0.31773858281163475
ModCloth_sample1_train,100k,0.2,1.0,0.5427848070875653,0.08784301,0.49081094513002554
ModCloth_sample2_train,100k,0.2,1.0,0.5427848070875653,0.08784301,0.49081094513002554
ModCloth_sample3_train,100k,0.2,1.0,0.5427848070875653,0.08784301,0.49081094513002554
RateBeer_sample1_train,100k,0.2,1.0,0.6911656267545556,1.5198436,0.40399464464709967
RateBeer_sample2_train,100k,0.2,1.0,0.6938482385463333,1.3324553,0.403632936705483
RateBeer_sample3_train,100k,0.2,1.0,0.6847569018734484,1.6538008,0.4147687339737723
RentTheRunway_sample1_train,100k,0.2,1.0,0.8380322127912486,0.062057648,0.8342875380938687
RentTheRunway_sample2_train,100k,0.2,1.0,0.8380322127912486,0.062057648,0.8342875380938687
RentTheRunway_sample3_train,100k,0.2,1.0,0.8380322127912486,0.062057648,0.8342875380938687
Twitch-100k_sample1_train,100k,0.2,1.0,0.6960454978844405,0.363837,0.6579425219982841
Twitch-100k_sample2_train,100k,0.2,1.0,0.6954141712865316,0.36880746,0.655823233005069
Twitch-100k_sample3_train,100k,0.2,1.0,0.695122987559854,0.34707937,0.6568128515061801
anime_sample1_train,100k,0.2,1.0,0.5747862308361543,0.38621855,0.5337537660025311
anime_sample2_train,100k,0.2,1.0,0.5845829451975901,0.3664643,0.5437753490452051
anime_sample3_train,100k,0.2,1.0,0.5796241603876623,0.4308879,0.535784650366162
book-crossing_sample1_train,100k,0.2,1.0,0.4751584928891108,2.484617,0.4013303425605961
book-crossing_sample2_train,100k,0.2,1.0,0.4720853188867316,2.4071658,0.39168868875623364
book-crossing_sample3_train,100k,0.2,1.0,0.47048152141210475,2.48549,0.40599193540598427
douban_sample1_train,100k,0.2,1.0,0.47499213798249434,1.3106459,0.4140979706197754
douban_sample2_train,100k,0.2,1.0,0.47748326497733906,1.3857273,0.41401925952032353
douban_sample3_train,100k,0.2,1.0,0.47515443385047895,1.2780875,0.4127235199577364
epinions_sample1_train,100k,0.2,1.0,0.7750925604450978,0.073162496,0.7662779578766648
epinions_sample2_train,100k,0.2,1.0,0.7750925604450978,0.073162496,0.7662779578766648
epinions_sample3_train,100k,0.2,1.0,0.7750925604450978,0.073162496,0.7662779578766648
jester_sample1_train,100k,0.2,1.0,0.39428692161181306,0.43109432,0.2947639734570309
jester_sample2_train,100k,0.2,1.0,0.38982351781552277,0.4095038,0.29586818558301126
jester_sample3_train,100k,0.2,1.0,0.39491697754806854,0.4184288,0.2980322401649051
lastfm_sample1_train,100k,0.2,1.0,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample2_train,100k,0.2,1.0,0.6417860846647769,1.0718052,0.5477112009578536
lastfm_sample3_train,100k,0.2,1.0,0.6417860846647769,1.0718052,0.5477112009578536
ml-1m_sample1_train,100k,0.2,1.0,0.5334965882550119,0.53438336,0.49404267491537174
ml-1m_sample2_train,100k,0.2,1.0,0.5309964707958351,0.447427,0.4973901051459342
ml-1m_sample3_train,100k,0.2,1.0,0.5301490565830834,0.5060193,0.4902709754739473
netflix_sample1_train,100k,0.2,1.0,0.5464103113882378,0.697552,0.5041519870360245
netflix_sample2_train,100k,0.2,1.0,0.548871115239094,0.6814081,0.5050625295824148
netflix_sample3_train,100k,0.2,1.0,0.5452921341601232,0.66094476,0.5013120692584052
pinterest_sample1_train,100k,0.2,1.0,0.695882006062997,0.4409884,0.669962866288186
pinterest_sample2_train,100k,0.2,1.0,0.695738149446964,0.46036842,0.669408820843708
pinterest_sample3_train,100k,0.2,1.0,0.6960165908274473,0.44098952,0.669599263744081
steam_sample1_train,100k,0.2,1.0,0.7059807853476966,1.5565375,0.5841849391487711
steam_sample2_train,100k,0.2,1.0,0.7058416541346877,1.5900007,0.583982848463853
steam_sample3_train,100k,0.2,1.0,0.705692597946853,1.5619639,0.5841106241265953
yahoo-music_sample1_train,100k,0.2,1.0,0.222583469166713,0.3268444,0.190661547559133
yahoo-music_sample2_train,100k,0.2,1.0,0.21869840002392762,0.32499024,0.1870671029885981
yahoo-music_sample3_train,100k,0.2,1.0,0.2208074815975313,0.27567038,0.19088393442368146
yelp2022_sample1_train,100k,0.2,1.0,0.7529760997933003,0.35119805,0.7417307686900309
yelp2022_sample2_train,100k,0.2,1.0,0.7504180531909164,0.33934966,0.7392051186400925
yelp2022_sample3_train,100k,0.2,1.0,0.7521823723798184,0.2991705,0.7424685866184227
Amazon_Books_sample1_train,100k,0.25,0.0,0.6368787378646222,0.17102464,0.6042349755637849
Amazon_Books_sample2_train,100k,0.25,0.0,0.6371378993656468,0.18741019,0.6043133663530552
Amazon_Books_sample3_train,100k,0.25,0.0,0.6322870501707181,0.17741467,0.5961502655021295
Amazon_Digital_Music_sample1_train,100k,0.25,0.0,0.6741895972660915,0.34085485,0.5471391539723721
Amazon_Digital_Music_sample2_train,100k,0.25,0.0,0.6741895972660915,0.34085485,0.5471391539723721
Amazon_Digital_Music_sample3_train,100k,0.25,0.0,0.6741895972660915,0.34085485,0.5471391539723721
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.25,0.0,0.6508377213508134,0.29998583,0.6237066304385208
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.25,0.0,0.6507702286125037,0.35230693,0.6248919575712092
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.25,0.0,0.6520081529500708,0.32679206,0.6262132544530762
Amazon_Health_and_Personal_Care_sample1_train,100k,0.25,0.0,0.6211337969199607,0.27778995,0.45414860506920046
Amazon_Health_and_Personal_Care_sample2_train,100k,0.25,0.0,0.6211337969199607,0.27778995,0.45414860506920046
Amazon_Health_and_Personal_Care_sample3_train,100k,0.25,0.0,0.6211337969199607,0.27778995,0.45414860506920046
Amazon_Movies_and_TV_sample1_train,100k,0.25,0.0,0.6354621858995559,0.5359759,0.6058725495243057
Amazon_Movies_and_TV_sample2_train,100k,0.25,0.0,0.6346795031502528,0.5758653,0.6046409354861909
Amazon_Movies_and_TV_sample3_train,100k,0.25,0.0,0.6346375443078481,0.5094113,0.604615964543794
BeerAdvocate_sample1_train,100k,0.25,0.0,0.4825215008349953,0.81317097,0.36258057043854536
BeerAdvocate_sample2_train,100k,0.25,0.0,0.482830946662987,0.8142031,0.3571399952241571
BeerAdvocate_sample3_train,100k,0.25,0.0,0.485016616529457,0.86409754,0.36127591202190007
Behance_sample1_train,100k,0.25,0.0,0.7015989036259219,0.26505476,0.6253222380480676
Behance_sample2_train,100k,0.25,0.0,0.7020352061055176,0.2922284,0.622891295817731
Behance_sample3_train,100k,0.25,0.0,0.701392533739658,0.27478817,0.6238276627162601
DianPing_sample1_train,100k,0.25,0.0,0.48636542478452544,0.124818034,0.4629089687995351
DianPing_sample2_train,100k,0.25,0.0,0.48685738838637693,0.14283156,0.4668065447235071
DianPing_sample3_train,100k,0.25,0.0,0.48606891025010474,0.11851517,0.46281681478887043
Food_sample1_train,100k,0.25,0.0,0.6721677457369103,0.22339724,0.5692180194205013
Food_sample2_train,100k,0.25,0.0,0.6736610291633403,0.23643388,0.5467483988544607
Food_sample3_train,100k,0.25,0.0,0.6713725489533817,0.22432578,0.5713372111488848
GoodReads_sample1_train,100k,0.25,0.0,0.5709669517898274,0.8529062,0.4232219321944139
GoodReads_sample2_train,100k,0.25,0.0,0.5694264163070102,0.91728085,0.4206323818888933
GoodReads_sample3_train,100k,0.25,0.0,0.5696928350782996,0.8177121,0.4116324944164523
KDD2010-algebra2006_2007_sample1_train,100k,0.25,0.0,0.6955671351847975,5.2827153,0.3267731521644201
KDD2010-algebra2006_2007_sample2_train,100k,0.25,0.0,0.6936361541315871,5.745873,0.2952659335913705
KDD2010-algebra2006_2007_sample3_train,100k,0.25,0.0,0.706901940728883,5.2325654,0.3172620218114031
ModCloth_sample1_train,100k,0.25,0.0,0.577944943576607,0.7440438,0.3525218134880932
ModCloth_sample2_train,100k,0.25,0.0,0.577944943576607,0.7440438,0.3525218134880932
ModCloth_sample3_train,100k,0.25,0.0,0.577944943576607,0.7440438,0.3525218134880932
RateBeer_sample1_train,100k,0.25,0.0,0.689506589202534,1.8435163,0.4055214855923314
RateBeer_sample2_train,100k,0.25,0.0,0.6938405537068455,1.6521759,0.40374398758522045
RateBeer_sample3_train,100k,0.25,0.0,0.6829720592569481,2.0264387,0.4134068596500349
RentTheRunway_sample1_train,100k,0.25,0.0,0.6353016902597703,0.2715659,0.5871335742012028
RentTheRunway_sample2_train,100k,0.25,0.0,0.6353016902597703,0.2715659,0.5871335742012028
RentTheRunway_sample3_train,100k,0.25,0.0,0.6353016902597703,0.2715659,0.5871335742012028
Twitch-100k_sample1_train,100k,0.25,0.0,0.6968726524809649,0.4205085,0.6580512195721652
Twitch-100k_sample2_train,100k,0.25,0.0,0.6963805898207939,0.43337575,0.6558311785747287
Twitch-100k_sample3_train,100k,0.25,0.0,0.6961847812563787,0.41089746,0.6569285086903023
anime_sample1_train,100k,0.25,0.0,0.5339208227979446,0.79304427,0.42019265110144977
anime_sample2_train,100k,0.25,0.0,0.539373345378881,0.8222961,0.42682530660927487
anime_sample3_train,100k,0.25,0.0,0.5357716847470088,0.8099659,0.4230624733738935
book-crossing_sample1_train,100k,0.25,0.0,0.561546574371984,0.104607284,0.4720242419523191
book-crossing_sample2_train,100k,0.25,0.0,0.5614405147766092,0.08953925,0.4665001019552597
book-crossing_sample3_train,100k,0.25,0.0,0.5612717652094529,0.089518346,0.48898694203727544
douban_sample1_train,100k,0.25,0.0,0.5441868468429025,2.6247928,0.31926164729681555
douban_sample2_train,100k,0.25,0.0,0.5445618018484141,2.670633,0.3181619343282385
douban_sample3_train,100k,0.25,0.0,0.5446940814874344,2.6054142,0.32074799128837805
epinions_sample1_train,100k,0.25,0.0,0.596302257672017,0.14899904,0.5598749464490895
epinions_sample2_train,100k,0.25,0.0,0.596302257672017,0.14899904,0.5598749464490895
epinions_sample3_train,100k,0.25,0.0,0.596302257672017,0.14899904,0.5598749464490895
jester_sample1_train,100k,0.25,0.0,0.4240541086212544,1.2369132,0.21849528455524814
jester_sample2_train,100k,0.25,0.0,0.42186311619268174,1.1867992,0.21867734891425417
jester_sample3_train,100k,0.25,0.0,0.42535657536142396,1.2015749,0.2203369748181959
lastfm_sample1_train,100k,0.25,0.0,0.6433841741946389,1.2920607,0.54729248310024
lastfm_sample2_train,100k,0.25,0.0,0.6433841741946389,1.2920607,0.54729248310024
lastfm_sample3_train,100k,0.25,0.0,0.6433841741946389,1.2920607,0.54729248310024
ml-1m_sample1_train,100k,0.25,0.0,0.4721508399772314,1.0967079,0.3652770314025451
ml-1m_sample2_train,100k,0.25,0.0,0.47187762138315725,1.1158501,0.36503277934967904
ml-1m_sample3_train,100k,0.25,0.0,0.4680041261847044,1.11591,0.36044152907878235
netflix_sample1_train,100k,0.25,0.0,0.48036211921205724,1.3024064,0.35742975679040945
netflix_sample2_train,100k,0.25,0.0,0.483440314485939,1.2314678,0.3643225987619572
netflix_sample3_train,100k,0.25,0.0,0.479153208842354,1.2928448,0.3585057486717674
pinterest_sample1_train,100k,0.25,0.0,0.6968544916403281,0.50774705,0.6702547127574352
pinterest_sample2_train,100k,0.25,0.0,0.6963187997402246,0.5561914,0.6692101177255513
pinterest_sample3_train,100k,0.25,0.0,0.6969792254580168,0.5128487,0.6697182304598538
steam_sample1_train,100k,0.25,0.0,0.7059578358755266,1.9851822,0.5833589625704823
steam_sample2_train,100k,0.25,0.0,0.7059746145840412,2.018369,0.5838134233475063
steam_sample3_train,100k,0.25,0.0,0.7058938153174547,2.0077405,0.5836431108382533
yahoo-music_sample1_train,100k,0.25,0.0,0.2029749007684426,0.4082304,0.15730269090344173
yahoo-music_sample2_train,100k,0.25,0.0,0.19997136213885536,0.3938953,0.15402764877559275
yahoo-music_sample3_train,100k,0.25,0.0,0.202265317961396,0.41284966,0.15642250459775717
yelp2022_sample1_train,100k,0.25,0.0,0.5791981450616445,0.18472594,0.5465703408779182
yelp2022_sample2_train,100k,0.25,0.0,0.5794446813425055,0.14191848,0.5444124151587725
yelp2022_sample3_train,100k,0.25,0.0,0.5796179682049719,0.15301065,0.5459952369241261
Amazon_Books_sample1_train,100k,0.25,0.3,0.6820229981593421,0.1459192,0.6541168547533763
Amazon_Books_sample2_train,100k,0.25,0.3,0.6825814912320727,0.1601295,0.6553667240627424
Amazon_Books_sample3_train,100k,0.25,0.3,0.6762094875862772,0.15046932,0.6461825368683095
Amazon_Digital_Music_sample1_train,100k,0.25,0.3,0.7075460504728367,0.26183718,0.595197187508449
Amazon_Digital_Music_sample2_train,100k,0.25,0.3,0.7075460504728367,0.26183718,0.595197187508449
Amazon_Digital_Music_sample3_train,100k,0.25,0.3,0.7075460504728367,0.26183718,0.595197187508449
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.25,0.3,0.6953279387905402,0.19346447,0.6713274147385121
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.25,0.3,0.6949205027154347,0.22762017,0.6727918786777715
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.25,0.3,0.6969797714452644,0.2187968,0.6749436622429004
Amazon_Health_and_Personal_Care_sample1_train,100k,0.25,0.3,0.6390804049357962,0.22555459,0.49310730148396525
Amazon_Health_and_Personal_Care_sample2_train,100k,0.25,0.3,0.6390804049357962,0.22555459,0.49310730148396525
Amazon_Health_and_Personal_Care_sample3_train,100k,0.25,0.3,0.6390804049357962,0.22555459,0.49310730148396525
Amazon_Movies_and_TV_sample1_train,100k,0.25,0.3,0.6797096501244444,0.37764034,0.6546090956071876
Amazon_Movies_and_TV_sample2_train,100k,0.25,0.3,0.6785020438899455,0.419053,0.6536209025137766
Amazon_Movies_and_TV_sample3_train,100k,0.25,0.3,0.6787151692417083,0.38494658,0.6525594670493527
BeerAdvocate_sample1_train,100k,0.25,0.3,0.49719493491917804,0.699933,0.39201993063708623
BeerAdvocate_sample2_train,100k,0.25,0.3,0.49748241421921596,0.6956792,0.38795497061195267
BeerAdvocate_sample3_train,100k,0.25,0.3,0.4996559829389959,0.69317204,0.39305305130831697
Behance_sample1_train,100k,0.25,0.3,0.7015989036259219,0.26505476,0.6253222380480676
Behance_sample2_train,100k,0.25,0.3,0.7020352061055176,0.2922284,0.622891295817731
Behance_sample3_train,100k,0.25,0.3,0.701392533739658,0.27478817,0.6238276627162601
DianPing_sample1_train,100k,0.25,0.3,0.5220540813595642,0.135962,0.5020449677046305
DianPing_sample2_train,100k,0.25,0.3,0.5224118135492116,0.15306376,0.5052029987638668
DianPing_sample3_train,100k,0.25,0.3,0.5225048789249581,0.1342685,0.5026701562785766
Food_sample1_train,100k,0.25,0.3,0.7029320339613897,0.22431791,0.616038783795829
Food_sample2_train,100k,0.25,0.3,0.6978997648701988,0.19954969,0.5916020260545259
Food_sample3_train,100k,0.25,0.3,0.7014200010816375,0.20182562,0.6182516684258744
GoodReads_sample1_train,100k,0.25,0.3,0.5616131993164616,1.4463283,0.4214394202829013
GoodReads_sample2_train,100k,0.25,0.3,0.5581839235714251,1.4392595,0.4177176367113031
GoodReads_sample3_train,100k,0.25,0.3,0.5585219553154116,1.4873261,0.40821484893761184
KDD2010-algebra2006_2007_sample1_train,100k,0.25,0.3,0.6955671351847975,5.2827153,0.3267731521644201
KDD2010-algebra2006_2007_sample2_train,100k,0.25,0.3,0.6936361541315871,5.745873,0.2952659335913705
KDD2010-algebra2006_2007_sample3_train,100k,0.25,0.3,0.706901940728883,5.2325654,0.3172620218114031
ModCloth_sample1_train,100k,0.25,0.3,0.5774105897026962,0.5314648,0.38387502362642656
ModCloth_sample2_train,100k,0.25,0.3,0.5774105897026962,0.5314648,0.38387502362642656
ModCloth_sample3_train,100k,0.25,0.3,0.5774105897026962,0.5314648,0.38387502362642656
RateBeer_sample1_train,100k,0.25,0.3,0.689506589202534,1.8435163,0.4055214855923314
RateBeer_sample2_train,100k,0.25,0.3,0.6938405537068455,1.6521759,0.40374398758522045
RateBeer_sample3_train,100k,0.25,0.3,0.6829720592569481,2.0264387,0.4134068596500349
RentTheRunway_sample1_train,100k,0.25,0.3,0.6775328397939934,0.18265636,0.6382924587494384
RentTheRunway_sample2_train,100k,0.25,0.3,0.6775328397939934,0.18265636,0.6382924587494384
RentTheRunway_sample3_train,100k,0.25,0.3,0.6775328397939934,0.18265636,0.6382924587494384
Twitch-100k_sample1_train,100k,0.25,0.3,0.6968726524809649,0.4205085,0.6580512195721652
Twitch-100k_sample2_train,100k,0.25,0.3,0.6963805898207939,0.43337575,0.6558311785747287
Twitch-100k_sample3_train,100k,0.25,0.3,0.6961847812563787,0.41089746,0.6569285086903023
anime_sample1_train,100k,0.25,0.3,0.5468422638981528,0.71173906,0.4477157600755908
anime_sample2_train,100k,0.25,0.3,0.5529567365595373,0.7076246,0.4541043583278141
anime_sample3_train,100k,0.25,0.3,0.5474520967285342,0.7415946,0.4470098235649294
book-crossing_sample1_train,100k,0.25,0.3,0.5336075359857967,1.0674083,0.4481475026341315
book-crossing_sample2_train,100k,0.25,0.3,0.533999190767839,1.0339088,0.44122181340032457
book-crossing_sample3_train,100k,0.25,0.3,0.5286144888212596,0.98819137,0.45826589065696094
douban_sample1_train,100k,0.25,0.3,0.5375342775540733,2.2997143,0.3405075363690657
douban_sample2_train,100k,0.25,0.3,0.5397825939308923,2.3090951,0.3397589598996378
douban_sample3_train,100k,0.25,0.3,0.5361964236190814,2.3112452,0.34084152194508605
epinions_sample1_train,100k,0.25,0.3,0.6344619262116425,0.11551418,0.6050474727130599
epinions_sample2_train,100k,0.25,0.3,0.6344619262116425,0.11551418,0.6050474727130599
epinions_sample3_train,100k,0.25,0.3,0.6344619262116425,0.11551418,0.6050474727130599
jester_sample1_train,100k,0.25,0.3,0.42004341186306027,0.93179387,0.23376533908545252
jester_sample2_train,100k,0.25,0.3,0.41882044128647805,0.9446612,0.23431336412085688
jester_sample3_train,100k,0.25,0.3,0.42221862353518747,0.9659676,0.2343355177272014
lastfm_sample1_train,100k,0.25,0.3,0.6433841741946389,1.2920607,0.54729248310024
lastfm_sample2_train,100k,0.25,0.3,0.6433841741946389,1.2920607,0.54729248310024
lastfm_sample3_train,100k,0.25,0.3,0.6433841741946389,1.2920607,0.54729248310024
ml-1m_sample1_train,100k,0.25,0.3,0.48810920060000945,0.9692982,0.39368374930942096
ml-1m_sample2_train,100k,0.25,0.3,0.4869855632543603,0.9592474,0.3929713718944845
ml-1m_sample3_train,100k,0.25,0.3,0.4830595238692201,1.0060753,0.3873140324072965
netflix_sample1_train,100k,0.25,0.3,0.49745067449452124,1.1467434,0.38855700385124337
netflix_sample2_train,100k,0.25,0.3,0.5011963570714242,1.152644,0.39347775756512
netflix_sample3_train,100k,0.25,0.3,0.49619457757949864,1.1115514,0.38863401470292397
pinterest_sample1_train,100k,0.25,0.3,0.6968544916403281,0.50774705,0.6702547127574352
pinterest_sample2_train,100k,0.25,0.3,0.6963187997402246,0.5561914,0.6692101177255513
pinterest_sample3_train,100k,0.25,0.3,0.6969792254580168,0.5128487,0.6697182304598538
steam_sample1_train,100k,0.25,0.3,0.7059578358755266,1.9851822,0.5833589625704823
steam_sample2_train,100k,0.25,0.3,0.7059746145840412,2.018369,0.5838134233475063
steam_sample3_train,100k,0.25,0.3,0.7058938153174547,2.0077405,0.5836431108382533
yahoo-music_sample1_train,100k,0.25,0.3,0.20794611051838693,0.28387198,0.16520077851060888
yahoo-music_sample2_train,100k,0.25,0.3,0.20508870994382755,0.28212202,0.16249521997552788
yahoo-music_sample3_train,100k,0.25,0.3,0.20761405800418276,0.29978174,0.16483299032119322
yelp2022_sample1_train,100k,0.25,0.3,0.6179499479361048,0.2206596,0.5895791063209441
yelp2022_sample2_train,100k,0.25,0.3,0.6156436524678283,0.16331078,0.5852796710093283
yelp2022_sample3_train,100k,0.25,0.3,0.6160918085462782,0.1661285,0.5874182476633687
Amazon_Books_sample1_train,100k,0.25,0.7,0.762393898997944,0.16980858,0.7431795240136765
Amazon_Books_sample2_train,100k,0.25,0.7,0.7629446096493843,0.2208091,0.7453786427261618
Amazon_Books_sample3_train,100k,0.25,0.7,0.7538311126732994,0.22666836,0.7337728906913205
Amazon_Digital_Music_sample1_train,100k,0.25,0.7,0.7395020892958111,0.15921706,0.6691032066325612
Amazon_Digital_Music_sample2_train,100k,0.25,0.7,0.7395020892958111,0.15921706,0.6691032066325612
Amazon_Digital_Music_sample3_train,100k,0.25,0.7,0.7395020892958111,0.15921706,0.6691032066325612
Amazon_Grocery_and_Gourmet_Food_sample1_train,100k,0.25,0.7,0.773052272276666,0.1677623,0.7572486849847317
Amazon_Grocery_and_Gourmet_Food_sample2_train,100k,0.25,0.7,0.7727900210571915,0.12716214,0.758468390093153
Amazon_Grocery_and_Gourmet_Food_sample3_train,100k,0.25,0.7,0.7732320708067691,0.11030144,0.7583563007382222
Amazon_Health_and_Personal_Care_sample1_train,100k,0.25,0.7,0.647928120013272,0.12297869,0.5541228186956896
Amazon_Health_and_Personal_Care_sample2_train,100k,0.25,0.7,0.647928120013272,0.12297869,0.5541228186956896
Amazon_Health_and_Personal_Care_sample3_train,100k,0.25,0.7,0.647928120013272,0.12297869,0.5541228186956896
Amazon_Movies_and_TV_sample1_train,100k,0.25,0.7,0.7560640871601055,0.2614539,0.7394037686481929
Amazon_Movies_and_TV_sample2_train,100k,0.25,0.7,0.7562460712903366,0.26654497,0.739795163109955
Amazon_Movies_and_TV_sample3_train,100k,0.25,0.7,0.7553856031673801,0.26708242,0.7391604041371583
